index,angle,houghAngle,houghConfidence,projectionAngle,projectionConfidence,freqHoughAngle,freqHoughConfidence,bestFirstAngle,bestFirstConfidence,unanimousAngle,unanimousConfidence,weightedAngle,weightedConfidence
8,-3.60,-3.60,0.33,-3.60,0.54,-3.50,0.18,-3.60,0.54,-3.57,0.96,-3.58,0.97
8,-3.50,-3.60,0.28,-3.50,0.53,-3.40,0.26,-3.50,0.53,-3.50,0.93,-3.50,0.95
8,-3.40,-3.40,0.40,-3.40,0.53,-3.40,0.22,-3.40,0.53,-3.40,1.00,-3.40,1.00
8,-3.30,-3.30,0.42,-3.30,0.54,-3.20,0.18,-3.30,0.54,-3.27,0.96,-3.28,0.97
8,-3.20,-3.30,0.40,-3.10,0.53,-3.10,0.21,-3.10,0.53,-3.17,0.91,-3.17,0.90
8,-3.10,-3.10,0.23,-3.00,0.53,-3.10,0.21,-3.00,0.53,-3.07,0.96,-3.05,0.95
8,-3.00,-3.00,0.59,-3.00,0.53,-2.90,0.27,-3.00,0.59,-2.97,0.96,-2.98,0.96
8,-2.90,-2.90,0.32,-2.90,0.53,-2.80,0.16,-2.90,0.53,-2.87,0.96,-2.88,0.97
8,-2.80,-2.70,0.30,-2.70,0.53,-2.70,0.21,-2.70,0.53,-2.70,1.00,-2.70,1.00
8,-2.70,-2.70,0.40,-2.70,0.54,-2.60,0.21,-2.70,0.54,-2.67,0.96,-2.68,0.97
8,-2.60,-2.70,0.23,-2.60,0.54,-2.60,0.26,-2.60,0.54,-2.63,0.96,-2.62,0.96
8,-2.50,-2.50,0.22,-2.50,0.53,-2.40,0.21,-2.50,0.53,-2.47,0.96,-2.48,0.97
8,-2.40,-2.40,0.40,-2.40,0.53,-2.40,0.22,-2.40,0.53,-2.40,1.00,-2.40,1.00
8,-2.30,-2.20,0.24,-2.30,0.53,-2.10,0.55,-2.10,0.55,-2.20,0.93,-2.20,0.89
8,-2.20,-2.10,0.26,-2.10,0.53,-2.10,0.25,-2.10,0.53,-2.10,1.00,-2.10,1.00
8,-2.10,-2.10,0.35,-2.10,0.53,-2.00,0.26,-2.10,0.53,-2.07,0.96,-2.08,0.96
8,-2.00,-2.00,0.43,-2.00,0.54,-1.90,0.34,-2.00,0.54,-1.97,0.96,-1.97,0.95
8,-1.90,-1.80,0.23,-2.00,0.53,-1.80,0.34,-2.00,0.53,-1.87,0.91,-1.90,0.89
8,-1.80,-1.80,0.29,-1.70,0.53,-1.70,0.16,-1.70,0.53,-1.73,0.96,-1.73,0.96
8,-1.70,-1.70,0.36,-1.60,0.53,-1.70,0.27,-1.60,0.53,-1.67,0.96,-1.65,0.94
8,-1.60,-1.50,0.22,-1.70,0.53,-1.50,0.26,-1.70,0.53,-1.57,0.91,-1.61,0.90
8,-1.50,-1.50,0.38,-1.50,0.53,-1.50,0.36,-1.50,0.53,-1.50,1.00,-1.50,1.00
8,-1.40,-1.40,0.33,-1.40,0.54,-1.30,0.27,-1.40,0.54,-1.37,0.96,-1.38,0.96
8,-1.30,-1.20,0.37,-1.30,0.53,-1.20,0.21,-1.30,0.53,-1.23,0.96,-1.25,0.94
8,-1.20,-1.20,0.52,-1.20,0.53,-1.20,0.34,-1.20,0.53,-1.20,1.00,-1.20,1.00
8,-1.10,-1.20,0.30,-1.10,0.53,-1.10,0.27,-1.10,0.53,-1.13,0.96,-1.13,0.96
8,-1.00,-1.00,0.31,-1.00,0.53,-0.90,1.00,-0.90,1.00,-0.97,0.96,-0.95,0.91
8,-0.90,-0.90,0.53,-0.80,0.53,-0.90,0.22,-0.80,0.53,-0.87,0.96,-0.86,0.94
8,-0.80,-0.70,0.19,-0.70,0.53,-0.80,0.26,-0.70,0.53,-0.73,0.96,-0.73,0.96
8,-0.70,-0.70,0.29,-0.60,0.53,-0.60,0.27,-0.60,0.53,-0.63,0.96,-0.63,0.96
8,-0.60,-0.70,0.43,-0.50,0.54,-0.50,0.27,-0.50,0.54,-0.57,0.91,-0.57,0.89
8,-0.50,-0.50,0.24,-0.60,0.53,-0.50,0.35,-0.60,0.53,-0.53,0.96,-0.55,0.94
8,-0.40,-0.40,0.39,-0.40,0.54,-0.30,0.35,-0.40,0.54,-0.37,0.96,-0.37,0.95
8,-0.30,-0.40,0.28,0.00,0.54,-0.30,0.16,0.00,0.54,-0.23,0.84,-0.16,0.82
8,-0.20,-0.20,0.34,-0.20,0.54,0.00,0.22,-0.20,0.54,-0.13,0.91,-0.16,0.93
8,-0.10,-0.20,0.24,-0.10,0.54,0.00,0.15,-0.10,0.54,-0.10,0.93,-0.11,0.96
8,-0.00,0.00,0.69,0.20,0.53,0.00,0.51,0.00,0.69,0.07,0.91,0.06,0.85
8,0.10,0.10,0.28,0.10,0.54,0.10,0.15,0.10,0.54,0.10,1.00,0.10,1.00
8,0.20,0.10,0.35,0.20,0.54,0.10,0.35,0.20,0.54,0.13,0.96,0.14,0.94
8,0.30,0.30,0.52,0.00,0.54,0.40,0.26,0.00,0.54,0.23,0.84,0.20,0.79
8,0.40,0.40,0.46,0.40,0.54,0.40,0.22,0.40,0.54,0.40,1.00,0.40,1.00
8,0.50,0.50,0.27,0.60,0.53,0.50,0.35,0.60,0.53,0.53,0.96,0.55,0.94
8,0.60,0.60,0.59,0.50,0.54,0.50,0.18,0.60,0.59,0.53,0.96,0.54,0.94
8,0.70,0.70,0.16,0.80,0.53,0.60,0.21,0.80,0.53,0.70,0.93,0.74,0.93
8,0.80,0.80,0.62,0.70,0.53,0.80,0.27,0.80,0.62,0.77,0.96,0.76,0.93
8,0.90,0.90,0.27,0.90,0.53,0.80,0.27,0.90,0.53,0.87,0.96,0.87,0.96
8,1.00,1.00,0.32,1.00,0.53,1.00,0.27,1.00,0.53,1.00,1.00,1.00,1.00
8,1.10,1.10,0.52,1.10,0.54,1.00,0.22,1.10,0.54,1.07,0.96,1.08,0.96
8,1.20,1.30,0.35,1.20,0.54,1.20,0.21,1.20,0.54,1.23,0.96,1.23,0.95
8,1.30,1.30,0.42,1.30,0.53,1.40,0.36,1.30,0.53,1.33,0.96,1.33,0.95
8,1.40,1.40,0.29,1.40,0.54,1.30,0.26,1.40,0.54,1.37,0.96,1.38,0.96
8,1.50,1.50,0.27,1.50,0.53,1.50,0.27,1.50,0.53,1.50,1.00,1.50,1.00
8,1.60,1.60,0.52,1.50,0.53,1.40,0.27,1.50,0.53,1.50,0.93,1.52,0.92
8,1.70,1.80,0.39,1.70,0.53,1.80,0.34,1.70,0.53,1.77,0.96,1.76,0.94
8,1.80,1.80,0.44,1.70,0.53,1.70,0.34,1.70,0.53,1.73,0.96,1.73,0.94
8,1.90,1.80,0.22,1.90,0.53,1.90,0.18,1.90,0.53,1.87,0.96,1.88,0.97
8,2.00,2.00,0.24,2.00,0.54,2.00,0.26,2.00,0.54,2.00,1.00,2.00,1.00
8,2.10,2.10,0.47,2.10,0.54,2.00,0.35,2.10,0.54,2.07,0.96,2.07,0.95
8,2.20,2.30,0.37,2.20,0.54,2.20,0.35,2.20,0.54,2.23,0.96,2.23,0.95
8,2.30,2.30,0.45,2.30,0.53,2.10,0.27,2.30,0.53,2.23,0.91,2.26,0.92
8,2.40,2.30,0.38,2.40,0.54,2.40,0.22,2.40,0.54,2.37,0.96,2.37,0.95
8,2.50,2.50,0.25,2.50,0.54,2.40,0.27,2.50,0.54,2.47,0.96,2.47,0.96
8,2.60,2.60,0.47,2.60,0.54,2.60,0.26,2.60,0.54,2.60,1.00,2.60,1.00
8,2.70,2.80,0.28,2.70,0.54,2.60,0.35,2.70,0.54,2.70,0.93,2.69,0.93
8,2.80,2.80,0.38,2.70,0.54,2.80,0.27,2.70,0.54,2.77,0.96,2.75,0.94
8,2.90,2.80,0.36,2.90,0.54,2.80,0.26,2.90,0.54,2.83,0.96,2.85,0.94
8,3.00,2.90,0.18,3.00,0.54,2.90,0.34,3.00,0.54,2.93,0.96,2.95,0.95
8,3.10,3.10,0.57,3.20,0.54,3.10,0.34,3.10,0.57,3.13,0.96,3.14,0.93
8,3.20,3.20,0.32,3.20,0.54,3.20,0.27,3.20,0.54,3.20,1.00,3.20,1.00
8,3.30,3.30,0.24,3.30,0.54,3.40,0.18,3.30,0.54,3.33,0.96,3.32,0.97
8,3.40,3.40,0.43,3.40,0.54,3.30,0.22,3.40,0.54,3.37,0.96,3.38,0.96
8,3.50,3.40,0.37,3.50,0.54,3.50,0.22,3.50,0.54,3.47,0.96,3.47,0.95
8,3.60,3.60,0.32,3.60,0.54,3.40,0.27,3.60,0.54,3.53,0.91,3.55,0.92
8,3.70,3.70,0.42,3.70,0.54,3.70,0.22,3.70,0.54,3.70,1.00,3.70,1.00
8,3.80,3.90,0.30,3.80,0.54,3.70,0.34,3.80,0.54,3.80,0.93,3.80,0.93
8,3.90,3.90,0.46,3.90,0.54,3.90,0.34,3.90,0.54,3.90,1.00,3.90,1.00
8,4.00,4.00,0.26,4.00,0.54,3.90,0.16,4.00,0.54,3.97,0.96,3.98,0.97
8,4.10,4.10,0.25,4.10,0.54,4.20,0.22,4.10,0.54,4.13,0.96,4.12,0.97
8,4.20,4.20,0.39,4.20,0.54,4.10,0.26,4.20,0.54,4.17,0.96,4.18,0.96
8,4.30,4.20,0.34,4.30,0.54,4.10,0.34,4.30,0.54,4.20,0.93,4.22,0.91
8,4.40,4.40,0.29,4.40,0.54,4.40,0.34,4.40,0.54,4.40,1.00,4.40,1.00
8,4.50,4.50,0.41,4.50,0.54,4.50,0.21,4.50,0.54,4.50,1.00,4.50,1.00
8,4.60,4.70,0.35,4.50,0.54,4.60,0.35,4.50,0.54,4.60,0.93,4.58,0.91
8,4.70,4.70,0.59,4.70,0.54,4.70,0.35,4.70,0.59,4.70,1.00,4.70,1.00
8,4.80,4.80,0.29,4.80,0.54,4.80,0.27,4.80,0.54,4.80,1.00,4.80,1.00
8,4.90,4.90,0.28,4.90,0.55,4.80,0.26,4.90,0.55,4.87,0.96,4.88,0.96
8,5.00,5.00,0.54,5.00,0.55,5.00,0.35,5.00,0.55,5.00,1.00,5.00,1.00
9,-5.00,-4.90,0.85,-5.00,0.55,-4.90,0.19,-4.90,0.85,-4.93,0.96,-4.93,0.93
9,-4.90,-4.90,0.51,-4.90,0.54,-4.80,0.19,-4.90,0.54,-4.87,0.96,-4.88,0.97
9,-4.80,-4.80,0.43,-4.80,0.54,-4.70,0.18,-4.80,0.54,-4.77,0.96,-4.78,0.97
9,-4.70,-4.80,0.32,-4.70,0.54,-4.50,0.15,-4.70,0.54,-4.67,0.89,-4.70,0.94
9,-4.60,-4.60,0.48,-4.60,0.54,-4.50,0.12,-4.60,0.54,-4.57,0.96,-4.59,0.98
9,-4.50,-4.50,0.44,-4.50,0.54,-4.50,0.15,-4.50,0.54,-4.50,1.00,-4.50,1.00
9,-4.40,-4.50,0.24,-4.40,0.54,-4.30,0.11,-4.40,0.54,-4.40,0.93,-4.41,0.96
9,-4.30,-4.20,0.27,-4.30,0.54,-4.40,0.15,-4.30,0.54,-4.30,0.93,-4.29,0.95
9,-4.20,-4.20,0.43,-4.20,0.54,-4.20,0.18,-4.20,0.54,-4.20,1.00,-4.20,1.00
9,-4.10,-4.20,0.29,-4.10,0.54,-4.10,0.11,-4.10,0.54,-4.13,0.96,-4.13,0.96
9,-4.00,-4.00,0.30,-4.00,0.54,-3.90,0.18,-4.00,0.54,-3.97,0.96,-3.98,0.97
9,-3.90,-3.90,0.53,-3.90,0.54,-4.00,0.15,-3.90,0.54,-3.93,0.96,-3.91,0.97
9,-3.80,-3.90,0.26,-3.80,0.54,-3.70,0.12,-3.80,0.54,-3.80,0.93,-3.81,0.96
9,-3.70,-3.60,0.40,-3.70,0.54,-3.60,0.12,-3.70,0.54,-3.63,0.96,-3.65,0.95
9,-3.60,-3.60,0.43,-3.60,0.54,-3.60,0.14,-3.60,0.54,-3.60,1.00,-3.60,1.00
9,-3.50,-3.40,0.23,-3.50,0.54,-3.40,0.12,-3.50,0.54,-3.43,0.96,-3.46,0.96
9,-3.40,-3.30,0.30,-3.40,0.54,-3.40,0.12,-3.40,0.54,-3.37,0.96,-3.37,0.96
9,-3.30,-3.30,0.40,-3.30,0.54,-3.10,0.11,-3.30,0.54,-3.23,0.91,-3.28,0.96
9,-3.20,-3.10,0.29,-3.20,0.54,-3.20,0.16,-3.20,0.54,-3.17,0.96,-3.17,0.96
9,-3.10,-3.10,0.39,-3.10,0.54,-3.00,0.11,-3.10,0.54,-3.07,0.96,-3.09,0.98
9,-3.00,-3.00,0.46,-3.00,0.54,-3.00,0.09,-3.00,0.54,-3.00,1.00,-3.00,1.00
9,-2.90,-2.80,0.39,-2.80,0.54,-2.70,0.09,-2.80,0.54,-2.77,0.96,-2.79,0.98
9,-2.80,-2.80,0.48,-2.70,0.53,-2.90,0.14,-2.70,0.53,-2.80,0.93,-2.77,0.93
9,-2.70,-2.70,0.30,-2.80,0.54,-2.70,0.18,-2.80,0.54,-2.73,0.96,-2.75,0.95
9,-2.60,-2.50,0.32,-2.60,0.53,-2.50,0.15,-2.60,0.53,-2.53,0.96,-2.55,0.95
9,-2.50,-2.50,0.47,-2.50,0.54,-2.30,0.14,-2.50,0.54,-2.43,0.91,-2.48,0.95
9,-2.40,-2.40,0.23,-2.40,0.54,-2.50,0.14,-2.40,0.54,-2.43,0.96,-2.42,0.98
9,-2.30,-2.30,0.52,-2.30,0.54,-2.30,0.16,-2.30,0.54,-2.30,1.00,-2.30,1.00
9,-2.20,-2.20,0.43,-2.20,0.54,-2.10,0.22,-2.20,0.54,-2.17,0.96,-2.18,0.96
9,-2.10,-2.10,0.25,-2.10,0.54,-1.90,0.12,-2.10,0.54,-2.03,0.91,-2.07,0.96
9,-2.00,-2.00,0.35,-2.00,0.54,-1.70,0.12,-2.00,0.54,-1.90,0.87,-1.96,0.93
9,-1.90,-1.80,0.34,-1.90,0.54,-1.90,0.21,-1.90,0.54,-1.87,0.96,-1.87,0.95
9,-1.80,-1.80,0.47,-1.80,0.54,-1.70,0.22,-1.80,0.54,-1.77,0.96,-1.78,0.96
9,-1.70,-1.70,0.32,-1.70,0.53,-1.50,0.11,-1.70,0.53,-1.63,0.91,-1.68,0.96
9,-1.60,-1.50,0.40,-1.60,0.54,-1.40,0.12,-1.60,0.54,-1.50,0.93,-1.54,0.93
9,-1.50,-1.50,0.60,-1.50,0.54,-1.50,0.14,-1.50,0.60,-1.50,1.00,-1.50,1.00
9,-1.40,-1.30,0.30,-1.50,0.54,-1.30,0.18,-1.50,0.54,-1.37,0.91,-1.40,0.90
9,-1.30,-1.30,0.53,-1.30,0.54,-1.30,0.14,-1.30,0.54,-1.30,1.00,-1.30,1.00
9,-1.20,-1.30,0.26,-1.20,0.54,-1.30,0.10,-1.20,0.54,-1.27,0.96,-1.24,0.96
9,-1.10,-1.10,0.35,-1.10,0.54,-1.10,0.16,-1.10,0.54,-1.10,1.00,-1.10,1.00
9,-1.00,-1.00,0.44,-1.00,0.54,-0.80,0.16,-1.00,0.54,-0.93,0.91,-0.97,0.95
9,-0.90,-0.80,0.32,-0.90,0.54,-0.80,0.14,-0.90,0.54,-0.83,0.96,-0.85,0.95
9,-0.80,-0.80,0.54,-0.80,0.54,-0.70,0.12,-0.80,0.54,-0.77,0.96,-0.79,0.98
9,-0.70,-0.60,0.40,-0.70,0.54,-0.80,0.19,-0.70,0.54,-0.70,0.93,-0.68,0.93
9,-0.60,-0.60,0.73,-0.60,0.54,-0.30,0.12,-0.60,0.73,-0.50,0.87,-0.57,0.93
9,-0.50,-0.60,0.30,-0.50,0.54,-0.60,0.21,-0.50,0.54,-0.57,0.96,-0.55,0.95
9,-0.40,-0.40,0.47,-0.40,0.54,-0.30,0.22,-0.40,0.54,-0.37,0.96,-0.38,0.96
9,-0.30,-0.30,0.30,0.00,0.54,-0.20,0.11,0.00,0.54,-0.17,0.89,-0.12,0.87
9,-0.20,-0.10,0.43,-0.20,0.54,-0.20,0.14,-0.20,0.54,-0.17,0.96,-0.16,0.95
9,-0.10,-0.10,0.51,0.00,0.55,-0.10,0.16,0.00,0.55,-0.07,0.96,-0.05,0.94
9,-0.00,0.00,1.00,0.00,0.54,0.00,0.12,0.00,1.00,0.00,1.00,0.00,1.00
9,0.10,0.10,0.42,0.00,0.55,0.00,0.18,0.00,0.55,0.03,0.96,0.04,0.95
9,0.20,0.10,0.43,0.20,0.54,0.20,0.16,0.20,0.54,0.17,0.96,0.16,0.95
9,0.30,0.30,0.33,0.00,0.54,0.30,0.12,0.00,0.54,0.20,0.87,0.14,0.85
9,0.40,0.40,0.12,0.40,0.54,0.30,0.34,0.40,0.54,0.37,0.96,0.37,0.95
9,0.50,0.50,0.30,0.60,0.54,0.30,0.14,0.60,0.54,0.47,0.89,0.53,0.92
9,0.60,0.60,0.26,0.60,0.54,0.40,0.14,0.60,0.54,0.53,0.91,0.57,0.95
9,0.70,0.70,0.60,0.70,0.54,0.80,0.11,0.70,0.60,0.73,0.96,0.71,0.98
9,0.80,0.70,0.32,0.80,0.54,0.70,0.14,0.80,0.54,0.73,0.96,0.75,0.95
9,0.90,0.90,0.31,0.90,0.54,0.80,0.22,0.90,0.54,0.87,0.96,0.88,0.97
9,1.00,0.90,0.42,1.00,0.54,0.80,0.16,1.00,0.54,0.90,0.93,0.93,0.93
9,1.10,1.10,0.59,1.10,0.54,1.10,0.16,1.10,0.59,1.10,1.00,1.10,1.00
9,1.20,1.20,0.44,1.20,0.54,1.00,0.12,1.20,0.54,1.13,0.91,1.18,0.96
9,1.30,1.30,0.24,1.30,0.54,1.20,0.15,1.30,0.54,1.27,0.96,1.28,0.97
9,1.40,1.40,0.58,1.40,0.54,1.20,0.16,1.40,0.58,1.33,0.91,1.38,0.95
9,1.50,1.60,0.38,1.50,0.54,1.50,0.18,1.50,0.54,1.53,0.96,1.53,0.95
9,1.60,1.60,0.40,1.60,0.54,1.50,0.12,1.60,0.54,1.57,0.96,1.59,0.98
9,1.70,1.80,0.26,1.70,0.53,1.60,0.14,1.70,0.53,1.70,0.93,1.71,0.95
9,1.80,1.80,0.58,1.80,0.54,1.60,0.14,1.80,0.58,1.73,0.91,1.78,0.95
9,1.90,2.00,0.29,1.90,0.54,2.00,0.18,1.90,0.54,1.97,0.96,1.95,0.95
9,2.00,2.00,0.30,2.00,0.54,1.90,0.18,2.00,0.54,1.97,0.96,1.98,0.97
9,2.10,2.10,0.47,2.10,0.54,2.30,0.12,2.10,0.54,2.17,0.91,2.12,0.96
9,2.20,2.30,0.35,2.20,0.54,2.10,0.11,2.20,0.54,2.20,0.93,2.22,0.95
9,2.30,2.30,0.69,2.30,0.54,2.20,0.14,2.30,0.69,2.27,0.96,2.29,0.98
9,2.40,2.40,0.23,2.40,0.54,2.30,0.26,2.40,0.54,2.37,0.96,2.37,0.96
9,2.50,2.50,0.47,2.50,0.54,2.40,0.12,2.50,0.54,2.47,0.96,2.49,0.98
9,2.60,2.70,0.38,2.60,0.54,2.60,0.10,2.60,0.54,2.63,0.96,2.64,0.95
9,2.70,2.70,0.34,2.80,0.54,2.50,0.16,2.80,0.54,2.67,0.89,2.72,0.92
9,2.80,2.80,0.34,2.70,0.54,2.90,0.15,2.70,0.54,2.80,0.93,2.76,0.93
9,2.90,2.90,0.44,2.80,0.54,2.80,0.12,2.80,0.54,2.83,0.96,2.84,0.95
9,3.00,3.00,0.40,2.90,0.54,2.90,0.12,2.90,0.54,2.93,0.96,2.94,0.95
9,3.10,3.00,0.42,3.10,0.54,2.90,0.16,3.10,0.54,3.00,0.93,3.03,0.93
9,3.20,3.20,0.44,3.20,0.54,3.20,0.18,3.20,0.54,3.20,1.00,3.20,1.00
9,3.30,3.40,0.34,3.30,0.54,3.10,0.16,3.30,0.54,3.27,0.89,3.30,0.93
9,3.40,3.40,0.43,3.40,0.54,3.20,0.18,3.40,0.54,3.33,0.91,3.37,0.94
9,3.50,3.40,0.28,3.50,0.54,3.30,0.11,3.50,0.54,3.40,0.93,3.45,0.94
9,3.60,3.60,0.27,3.60,0.54,3.70,0.18,3.60,0.54,3.63,0.96,3.62,0.97
9,3.70,3.70,0.28,3.70,0.54,3.60,0.22,3.70,0.54,3.67,0.96,3.68,0.97
9,3.80,3.90,0.30,3.80,0.54,3.70,0.12,3.80,0.54,3.80,0.93,3.82,0.95
9,3.90,3.90,0.47,3.90,0.54,3.80,0.21,3.90,0.54,3.87,0.96,3.88,0.97
9,4.00,3.90,0.30,4.00,0.54,3.90,0.11,4.00,0.54,3.93,0.96,3.96,0.95
9,4.10,4.10,0.39,4.10,0.54,4.00,0.21,4.10,0.54,4.07,0.96,4.08,0.97
9,4.20,4.30,0.33,4.20,0.54,4.00,0.14,4.20,0.54,4.17,0.89,4.21,0.94
9,4.30,4.30,0.44,4.30,0.54,4.30,0.14,4.30,0.54,4.30,1.00,4.30,1.00
9,4.40,4.30,0.31,4.40,0.54,4.30,0.22,4.40,0.54,4.33,0.96,4.35,0.95
9,4.50,4.60,0.29,4.50,0.54,4.40,0.15,4.50,0.54,4.50,0.93,4.51,0.95
9,4.60,4.60,0.52,4.60,0.54,4.50,0.13,4.60,0.54,4.57,0.96,4.59,0.98
9,4.70,4.80,0.40,4.70,0.54,4.90,0.25,4.70,0.54,4.80,0.93,4.78,0.92
9,4.80,4.80,0.52,4.80,0.55,4.60,0.18,4.80,0.55,4.73,0.91,4.77,0.94
9,4.90,5.00,0.27,4.90,0.54,4.90,0.15,4.90,0.54,4.93,0.96,4.93,0.96
9,5.00,5.00,0.59,5.00,0.55,4.90,0.26,5.00,0.59,4.97,0.96,4.98,0.96
10,-5.00,-4.60,0.41,-5.00,0.53,-4.90,1.00,-4.90,1.00,-4.83,0.84,-4.86,0.78
10,-4.90,-4.90,0.55,-4.70,0.53,-4.80,0.37,-4.90,0.55,-4.80,0.93,-4.80,0.89
10,-4.80,-4.80,0.51,-4.80,0.53,-4.90,0.50,-4.80,0.53,-4.83,0.96,-4.83,0.93
10,-4.70,-4.70,0.21,-4.50,0.53,-4.50,0.52,-4.50,0.53,-4.57,0.91,-4.53,0.93
10,-4.60,-4.20,0.10,-4.60,0.53,-4.60,0.53,-4.60,0.53,-4.47,0.82,-4.57,0.93
10,-4.50,-4.50,0.24,-4.50,0.53,-4.40,0.36,-4.50,0.53,-4.47,0.96,-4.47,0.95
10,-4.40,-4.00,0.22,-4.20,0.53,-4.20,0.51,-4.20,0.53,-4.13,0.91,-4.17,0.93
10,-4.30,-4.30,0.28,-4.30,0.53,-4.30,0.53,-4.30,0.53,-4.30,1.00,-4.30,1.00
10,-4.20,-3.70,0.09,-4.40,0.53,-4.00,0.36,-4.40,0.53,-4.03,0.76,-4.19,0.78
10,-4.10,-4.10,0.36,-4.10,0.53,-4.10,0.52,-4.10,0.53,-4.10,1.00,-4.10,1.00
10,-4.00,-4.00,0.54,-4.00,0.53,-4.00,0.52,-4.00,0.54,-4.00,1.00,-4.00,1.00
10,-3.90,-4.00,0.22,-4.10,0.53,-3.70,0.36,-4.10,0.53,-3.93,0.84,-3.95,0.82
10,-3.80,-3.80,0.42,-3.80,0.53,-3.80,0.54,-3.80,0.54,-3.80,1.00,-3.80,1.00
10,-3.70,-3.60,0.10,-3.80,0.52,-3.60,0.55,-3.60,0.55,-3.67,0.91,-3.69,0.88
10,-3.60,-3.60,0.21,-3.60,0.53,-3.50,0.36,-3.60,0.53,-3.57,0.96,-3.57,0.95
10,-3.50,-3.40,0.14,-3.50,0.52,-3.50,0.38,-3.50,0.52,-3.47,0.96,-3.49,0.98
10,-3.40,-3.40,0.19,-3.30,0.52,-3.30,0.37,-3.30,0.52,-3.33,0.96,-3.32,0.97
10,-3.30,-3.30,0.05,-3.30,0.52,-3.20,0.36,-3.30,0.52,-3.27,0.96,-3.26,0.96
10,-3.20,-2.70,0.07,-3.40,0.52,-3.10,0.53,-3.10,0.53,-3.07,0.76,-3.21,0.81
10,-3.10,-2.90,0.13,-2.90,0.52,-3.20,0.51,-2.90,0.52,-3.00,0.87,-3.03,0.83
10,-3.00,-2.60,0.21,-2.80,0.52,-2.80,0.53,-2.80,0.53,-2.73,0.91,-2.77,0.93
10,-2.90,-2.90,0.05,-2.70,0.52,-2.80,0.55,-2.80,0.55,-2.80,0.93,-2.76,0.94
10,-2.80,-2.70,0.27,-2.80,0.52,-2.70,0.50,-2.80,0.52,-2.73,0.96,-2.74,0.94
10,-2.70,-2.50,0.08,-2.70,0.52,-2.60,0.50,-2.70,0.52,-2.60,0.93,-2.64,0.94
10,-2.60,-2.70,0.07,-2.70,0.52,-2.60,0.51,-2.70,0.52,-2.67,0.96,-2.65,0.94
10,-2.50,-2.30,0.17,-2.30,0.52,-2.30,0.54,-2.30,0.54,-2.30,1.00,-2.30,1.00
10,-2.40,-2.00,0.09,-2.40,0.52,-2.40,0.55,-2.40,0.55,-2.27,0.82,-2.37,0.93
10,-2.30,-1.70,0.08,-2.50,0.52,-2.10,0.36,-2.50,0.52,-2.10,0.73,-2.28,0.78
10,-2.20,-2.10,0.13,-2.00,0.52,-2.00,0.51,-2.00,0.52,-2.03,0.96,-2.01,0.98
10,-2.10,-1.90,0.10,-2.10,0.52,-2.10,0.52,-2.10,0.52,-2.03,0.91,-2.08,0.96
10,-2.00,-1.60,0.09,-1.90,0.52,-1.80,0.38,-1.90,0.52,-1.77,0.89,-1.84,0.93
10,-1.90,-1.40,0.09,-1.80,0.52,-1.90,1.00,-1.90,1.00,-1.70,0.80,-1.84,0.88
10,-1.80,-1.40,0.05,-2.10,0.52,-1.60,0.36,-2.10,0.52,-1.70,0.73,-1.87,0.76
10,-1.70,-1.70,0.15,-1.70,0.52,-1.70,0.52,-1.70,0.52,-1.70,1.00,-1.70,1.00
10,-1.60,-1.20,0.18,-1.60,0.52,-1.60,0.52,-1.60,0.52,-1.47,0.82,-1.54,0.88
10,-1.50,-1.30,0.08,-1.70,0.52,-1.30,0.54,-1.30,0.54,-1.43,0.82,-1.48,0.77
10,-1.40,-1.30,0.12,-1.30,0.52,-1.40,0.55,-1.40,0.55,-1.33,0.96,-1.35,0.94
10,-1.30,-1.10,0.11,-1.40,0.52,-1.10,0.36,-1.40,0.52,-1.20,0.87,-1.26,0.85
10,-1.20,-1.40,0.12,-1.00,0.52,-1.20,0.53,-1.20,0.53,-1.20,0.87,-1.13,0.86
10,-1.10,-0.60,0.09,-1.10,0.52,-1.00,0.37,-1.10,0.52,-0.90,0.80,-1.02,0.91
10,-1.00,-0.50,0.09,-1.00,0.52,-0.90,0.36,-1.00,0.52,-0.80,0.80,-0.92,0.91
10,-0.90,-0.70,0.08,-1.00,0.52,-0.80,0.55,-0.80,0.55,-0.83,0.89,-0.88,0.88
10,-0.80,-0.60,0.13,-0.60,0.52,-0.60,0.54,-0.60,0.54,-0.60,1.00,-0.60,1.00
10,-0.70,-0.20,0.08,0.00,0.53,-0.70,1.00,-0.70,1.00,-0.30,0.73,-0.45,0.49
10,-0.60,-0.20,0.19,-0.60,0.52,-0.40,0.53,-0.40,0.53,-0.40,0.87,-0.45,0.85
10,-0.50,-0.20,0.15,0.00,0.53,-0.50,0.53,-0.50,0.53,-0.23,0.82,-0.24,0.73
10,-0.40,-0.20,0.22,-0.60,0.52,-0.40,0.36,-0.60,0.52,-0.40,0.87,-0.46,0.85
10,-0.30,0.20,0.19,0.00,0.53,-0.20,0.51,0.00,0.53,0.00,0.87,-0.05,0.85
10,-0.20,0.00,0.13,0.00,0.52,-0.20,0.37,0.00,0.52,-0.07,0.91,-0.07,0.91
10,-0.10,0.50,0.04,0.00,0.53,0.00,0.55,0.00,0.55,0.17,0.78,0.02,0.96
10,-0.00,0.00,0.61,0.10,0.53,0.00,1.00,0.00,1.00,0.03,0.96,0.02,0.92
10,0.10,0.10,0.27,0.00,0.53,0.00,0.55,0.00,0.55,0.03,0.96,0.02,0.96
